"","V1","V2"
"1","",",\"baseMean\",\"log2FoldChange\",\"lfcSE\",\"stat\",\"pvalue\",\"padj\""
"23399","AP001999.1",",1.39333591502289,-1.48834851807997,0.954735636483407,-1.55891166225033,0.119017289681139,0.319702155288193"
"23400","AL645924.2",",3.39006182933396,-1.54982298372474,0.546056062696627,-2.83821220859839,0.00453670098521552,0.0548388296390177"
"23401","MIR3945HG",",4.54468952791118,-0.749695605385602,0.596270897080786,-1.25730705465578,0.208642470434418,0.436591471315751"
"23402","SNRPCP2",",6.3706167350638,-2.5255589867249,0.764273638073008,-3.30452191585816,0.000951385372271842,0.0233460681822173"
"23403","ZNF345",",93.9583676632224,0.326041142245791,0.291348096205995,1.11907764798046,0.263107014632081,0.497438297716996"
"23404","AC139720.2",",2.39118040660231,1.2253093149305,0.887061273782776,1.38131305147084,0.167182726959748,0.38637668087165"
"23405","GTF2F2P1",",3.13347390917899,-1.11271152494309,0.548543461299491,-2.02848380018439,0.0425108950292028,0.182100398847936"
"23406","AC004069.1",",4.2178573371022,0.983038849834081,0.278154920639519,3.5341415049352,0.00040910199122434,0.0147631562183879"
"23407","ALG1L7P",",2.94408007682738,0.261341106790567,0.422943893370057,0.617909635030255,0.536634907375147,0.735855573177011"
"23408","SMIM15-AS1",",4.94341484046631,0.271432063658368,0.271794254569353,0.998667407772992,0.317955834168209,0.552884288244345"
"23409","ALG1L2",",20.1709335922265,0.0608789647067266,0.279160984930556,0.21807834186382,0.827368071984882,0.915864854268776"
"23410","AC018797.2",",1.05758629638273,-2.00440750470408,0.741197713190333,-2.70428182525891,0.0068452205062137,0.0686670592070711"
"23411","ERVH-1",",7.27923036091162,0.381115938405335,0.768188087072622,0.496123208389856,0.619807485809765,0.794394625375717"
"23412","TUBB7P",",1.44217352437366,-1.00092841261486,0.618979588262159,-1.61706206730509,0.105864883875701,0.298525059092865"
"23413","LINC02384",",27.3338177899159,-0.628516510813414,0.485048048661774,-1.29578195922541,0.195050615196519,0.420850114717127"
"23414","CAB39P1",",1.05196906580499,0.244159274916992,0.440436359953211,0.55435767143051,0.579334088625891,0.765152034658811"
"23415","AC026704.1",",15.8399204231342,0.462244657765637,0.287496127116731,1.60782916417498,0.107872599217087,0.301917281106195"
"23416","AC104123.1",",2.83889204460678,-0.925098126317187,0.74210933116423,-1.24657929427445,0.212551797768212,0.440689317811314"
"23417","AC011352.3",",2.31814408741969,-1.10112385829144,0.796201534505725,-1.38297128374037,0.16667367113698,0.385628117037819"
"23418","SHANK3",",563.605601047595,-0.445249781217941,0.249504647478104,-1.78453502056315,0.07433676945659,0.245795686429835"
"23419","AP003086.1",",5.24910012662711,0.232266090891117,0.319068152458652,0.727951345508281,0.466643370505553,0.683723239905175"
"23420","AC114939.1",",2.73479691234127,0.516009977517856,0.298983206936559,1.72588281062671,0.0843684977631687,0.263527377941475"
"23421","RTN3P1",",6.39009169606757,-1.12141089781766,0.420610227033548,-2.6661522372546,0.00767249404127187,0.0731258122496352"
"23422","MTCYBP35",",2.06707593183116,0.474193078635268,0.546180941893415,0.868197775249002,0.385286071956617,0.613380303327736"
"23423","HSPD1P11",",3.0004555621909,-0.925957650340759,0.467343545350083,-1.98132114919258,0.0475552700985833,0.193260163443756"
"23424","MSANTD3-TMEFF1",",1.41765703843375,-0.582290990835914,0.470534646368067,-1.23750927871192,0.215898071750085,0.444375095836035"
"23425","LINC02475",",6.51705683010501,-0.100931251269297,0.979367641000228,-0.103057572094394,0.917917278226446,0.962226220198867"
"23426","AC024451.1",",1.42522060860506,-1.50487512370863,0.699797015679405,-2.15044518623391,0.0315200173625107,0.154606506410836"
"23427","RAB5CP2",",1.24325036599286,-2.7746010418057,0.794633281623544,-3.49167484671269,0.000480002186277408,0.0161616718385122"
"23428","WWC2-AS2",",5.41702418891613,-0.110244633564963,0.345755786178047,-0.318851160189095,0.749839381179567,0.874268315931585"
"23429","LINC02315",",4.26616424093972,-3.40701370446968,1.59213867908168,-2.13989757879306,0.0323630448323701,0.156825784629339"
"23430","AC107884.1",",26.1913078099622,0.309515246460988,0.329208091225455,0.940181164165312,0.3471246417738,0.580098336118177"
"23431","ZNF550",",230.139955547202,0.347590806682474,0.287651570110569,1.20837444603159,0.226903264528196,0.457348708912948"
"23432","SEMA5A-AS1",",1.56037967910595,0.34811954636304,0.48995243198908,0.710517029071098,0.477383574673317,0.691935858780419"
"23433","LINC00958",",10.0404960434055,0.00204453195772202,0.631488386727677,0.0032376398373953,0.997416741673389,0.998917065832616"
"23434","MTCYBP16",",1.53483279767463,-2.89799406661425,0.929332745400395,-3.11836000717447,0.00181860514295821,0.0331875535156476"
"23435","AC005280.1",",6.56970024927098,-0.329642270876806,0.326637915334431,-1.00919781630157,0.312879773706722,0.548183018237186"
"23436","LINC01301",",42.9156113184731,-0.563860100827919,0.412854297264364,-1.36576052269322,0.172014140956259,0.392558086799985"
"23437","ALDH7A1P1",",10.6878717938057,-1.38984424945408,0.497611875679353,-2.79302869843416,0.00522170590990968,0.0596591145071122"
"23438","AC016571.1",",5.33199823306879,-0.124529122648351,0.449989644192639,-0.276737752202672,0.781981481440107,0.892591911610949"
"23439","AC093827.3",",16.6721768525005,0.442236154079431,0.262900956446547,1.68213976874347,0.0925417403315652,0.277102922819402"
"23440","AC138956.2",",12.8145554784482,-0.231198968841487,0.254368418441222,-0.908913811935783,0.363395622473524,0.594089269731375"
"23441","AC145285.2",",14.0619204471315,0.504494095897213,0.241994782868011,2.08473129014676,0.0370936987115335,0.168915668496711"
"23442","AC098679.2",",9.04648722802464,0.153563622552216,0.37101311047979,0.413903493473934,0.678944785321199,0.830890131584364"
"23443","LINC02615",",42.7085398365791,0.395641167001392,0.288411588738449,1.37179358406498,0.17012770514731,0.39035021131885"
"23444","RTEL1P1",",3.17422481519757,-1.06166384187161,0.544858005868903,-1.9485147147256,0.0513534058713968,0.201545713964675"
"23445","LINC01094",",44.6310829361375,-0.661224737054232,0.3881247206896,-1.70363983999628,0.0884483936780085,0.27016896551076"
"23446","RASGRF2-AS1",",2.06335510757769,0.624711651273655,0.423814583901654,1.47402112858537,0.140475902465124,0.351678261374307"
"23447","GTF2IP9",",3.52193058720571,0.816040634160875,0.309614605627433,2.63566582237673,0.0083972385169415,0.0770054777905771"
"23448","AC092611.1",",6.21772425771339,0.262742661306436,0.301528808394397,0.871368353509927,0.3835530594217,0.61195681961426"
"23449","FKBP4P1",",1.89914183560901,-1.11414551902908,0.599053113320119,-1.85984430137451,0.0629075575154812,0.224615296794944"
"23450","AC020893.2",",2.92441634072964,-1.69303794275479,0.587216216821495,-2.88315937853168,0.00393708185586804,0.0501239304337824"
"23451","AC135352.1",",14.0204521340736,-0.589463648458936,0.438698391725319,-1.34366494060005,0.17905675932265,0.401203734702828"
"23452","RPL32P3",",216.1529349827,0.37079238981804,0.210395718702226,1.76235710548286,0.0780089811293377,0.252193892017956"
"23453","AL356488.1",",1.84560246272918,-0.597076593301515,0.479802814562164,-1.24442078116271,0.21334473849384,0.441486381763723"
"23454","AC068134.3",",11.9293117540276,0.509986132949351,0.286479269094133,1.78018512320966,0.0750456692472284,0.247256876111893"
"23455","FOXD1",",92.1369718232411,-0.630982365368248,0.661876818256738,-0.953322956725,0.340426463478392,0.573955512843982"
"23456","PPIAP11",",19.8584281390015,0.630544433959884,0.277041254911098,2.27599472202154,0.0228463255141533,0.130157877573495"
"23457","PITPNM2-AS1",",1.84756850091289,-1.71691975188586,0.831422367170503,-2.06503916622894,0.0389192946002366,0.173295568867019"
"23458","CENPS-CORT",",14.6735748153712,0.558597143896071,0.231936321953744,2.40840735590985,0.0160222922462066,0.107453571074307"
"23459","LIX1-AS1",",1.11697040535086,0.299103720112127,0.477136930755173,0.626871870175151,0.530743227726286,0.731910501928167"
"23460","AL162431.3",",1.20306329825392,-0.77006807808803,0.500958343477568,-1.53718984445363,0.124246826527122,0.327508798379533"
"23461","IMPA1P1",",2.43982717997774,-1.44347240776005,0.676195451514921,-2.13469700886948,0.0327857674891859,0.15792154099281"
"23462","LINC02435",",1.38812716594463,0.466232007957253,0.536021803250935,0.869800454253145,0.384409463201042,0.612556545760266"
"23463","AC091849.2",",1.91768554034278,-0.62701929415478,0.596920515798426,-1.05042342750792,0.293523479183856,0.529685536337967"
"23464","LINC00605",",6.25752115686282,-0.167841341171522,0.540370383071491,-0.310604256690576,0.756101490781131,0.878389347528698"
"23465","AC079140.4",",1.15025139967938,-1.03878753324476,0.630379286325237,-1.64787700957042,0.0993779120544494,0.288743151822049"
"23466","AC005324.3",",3.37051112204143,-0.20865292840552,0.432498427804063,-0.482436270265581,0.629496060606142,0.799826835794062"
"23467","IGKV1D-39",",8.17270253024254,-0.274159034301354,0.724134208681822,-0.378602517343324,0.70498305252356,0.84722831751966"
"23468","AC091133.4",",1.10501213513654,-0.362626003061759,0.707155922519008,-0.512794974225803,0.608094745718141,0.786046100826409"
"23469","AC091887.1",",1.92075848972426,0.220832331269684,0.372564993078905,0.592735053942426,0.553358478094928,0.74770926366598"
"23470","MALAT1",",7890.43587859586,-1.57816020413285,0.429896381392416,-3.67102462928684,0.000241580056981046,0.0112444268828334"
"23471","AC099520.1",",1.19926208514254,-0.369553108252087,0.799081898987966,-0.462472130478897,0.643742783603111,0.808702912542716"
"23472","LINC01267",",2.74517668279842,0.15859664819877,0.492183725524075,0.32223058174038,0.7472780181465,0.872738055423732"
"23473","AC105460.2",",3.20046650663254,-1.07473620715867,1.55822465382201,-0.689718394919858,0.49037129565641,0.70187052569059"
"23474","LINC02482",",30.4392877384603,0.520423985768327,0.299661196342158,1.73670796259553,0.0824387315655546,0.259976460292109"
"23475","AC008427.1",",1.94080856693063,-1.39676675327687,0.63381117922494,-2.20375846791613,0.0275413348378369,0.14410187386912"
"23476","AC096751.2",",12.3687133148881,0.305470957305442,0.443590141359742,0.688633332492644,0.491054039495718,0.702136129214546"
"23477","LDHAP1",",1.11302073675408,-1.61135672637611,0.821655766132003,-1.96110925377141,0.0498662794853652,0.19838502947225"
"23478","MSNP1",",6.33100051893192,-1.63787290772791,0.615523949333743,-2.66094099100577,0.00779226120672179,0.0737362106834278"
"23479","ABCA11P",",42.5325274663215,0.237247755608642,0.256838426119282,0.923723755799914,0.355630160393849,0.58725451560397"
"23480","HADHAP1",",4.44766597774914,-1.80332863834226,0.551893487184809,-3.26753020322994,0.00108490289670088,0.0251674077993308"
"23481","AC107223.1",",1.00736364649506,-0.410617937139749,0.72370151287808,-0.567385765861906,0.570452118501077,0.758972862386532"
"23482","AL928654.1",",37.3442500688686,-0.353564296892371,0.263008874086843,-1.34430557949777,0.178849592074807,0.401016681784454"
"23483","SETP12",",2.45163102389371,0.0144999081617831,0.439688817870064,0.0329776595912158,0.973692403013255,0.988152343057308"
"23484","FAM160A1-DT",",11.1676203131091,0.184352867222926,0.242334788373597,0.760736287431902,0.446814596038345,0.666907923907873"
"23485","AC104825.1",",44.1255374842572,-0.666834332409814,0.281883142025592,-2.36564105117458,0.0179988856125261,0.113770160872231"
"23486","LINC02172",",2.26466464133555,-1.32356461938771,0.51720961084392,-2.55904877178921,0.0104959014986666,0.0861762537228734"
"23487","AC145138.1",",6.20016761718169,0.389740982095959,0.314211714460479,1.24037699474435,0.214835985973913,0.44318940054569"
"23488","AP003716.1",",31.7812049386377,0.0613548419768693,0.325107189618186,0.188721885999894,0.850310797270179,0.929047405711755"
"23489","AC092535.2",",1.60926235178415,-0.333880881920324,0.678406586830758,-0.492154540362117,0.622610098446752,0.796155043156975"
"23490","PRB1",",1.06051119306511,-2.64365937780774,1.58462834592818,-1.66831508763605,0.0952531943924432,0.281895356224289"
"23491","AC136475.1",",17.7327549518781,0.322437380429669,0.267145927909509,1.20697097257978,0.227443323034392,0.45784718220057"
"23492","PCDHA12",",3.68830422841549,-2.46720451284032,0.861043492059302,-2.86536572843686,0.00416527873495387,0.0518748755808596"
"23493","AC005920.3",",2.48564150066295,0.454891288870459,0.354343400046358,1.28375832260724,0.199226530490889,0.425705196230533"
"23494","ZNF346-IT1",",5.83526846311065,-0.0654351765315102,0.266373911448931,-0.245651596192653,0.805951944752761,0.905815111808557"
"23495","BRCC3P1",",13.6866961634641,-0.169466372985436,0.335243698576707,-0.505502038382567,0.613206267128747,0.789492324581918"
"23496","FAM86EP",",141.691061312311,-0.0334115839814581,0.161082064995889,-0.207419640307633,0.835682145369595,0.920752341107264"
"23497","AC010260.1",",9.0642173383351,0.463976167742528,0.282141267983466,1.64448175574839,0.100076729811977,0.289706247610465"
"23498","AC122718.2",",0.987385541719105,0.0924855338702476,0.667620720123191,0.138530053191252,0.889821519574304,0.948492856298746"
"23499","AC104791.1",",1.87276180354235,-0.250508704867644,0.535588350181713,-0.467726202003184,0.639980400979515,0.80652634463295"
"23500","PTX4",",1.52232572060081,0.277730913299608,0.541890964879971,0.512521764154391,0.60828589225354,0.786119063552784"
"23501","SCARNA8",",1.44034837999599,0.0561031763321155,0.475859625087147,0.11789858473881,0.906148014642773,0.956727927831146"
"23502","RNU6-1053P",",2.33237072481185,0.315778000014323,0.32104998827093,0.983578917772277,0.325322595124715,0.559793701588423"
"23503","RNU6-377P",",1.15952473206927,0.0817678899066986,0.491492164489974,0.166366619479173,0.86786844163873,0.938341062428327"
"23504","RF01293",",1.43616477098063,0.109674726081002,0.401515321409063,0.273152032395959,0.784736350854619,0.894302156529497"
"23505","SCARNA6",",6.40208526955756,-0.264390221342045,0.429817616516323,-0.615121882357757,0.538474231873548,0.737046670139586"
"23506","RNU6-322P",",3.73145061576585,0.556963388065126,0.41348600586596,1.34699452983586,0.177981994447338,0.399957291600044"
"23507","AC009812.1",",38.8881300052692,0.749830458914185,0.306039073367476,2.45011347950929,0.0142811198298813,0.101392476067138"
"23508","RNU6-1095P",",2.13683283256681,0.110655698155826,0.387143438406867,0.285826097456759,0.775011318730216,0.88836845151019"
"23509","RNU6-1161P",",2.09367536385407,0.520856123629372,0.439932286114981,1.18394612095653,0.236434391530143,0.468469854338941"
"23510","RNU4ATAC18P",",3.05455075806884,0.765533238436928,0.352151177757357,2.17387669498128,0.0297143966986903,0.14960026838812"
"23511","RNU7-49P",",1.29213314280929,0.566352179746131,0.439526614644264,1.28855036504334,0.197554448599418,0.423839336087862"
"23512","RNU2-27P",",8.69758163695538,-0.0612069989626286,0.241096275216421,-0.253869533686017,0.799596352446899,0.902007251107608"
"23513","SCARNA5",",4.95077592112204,-1.37243100513128,0.637827739556043,-2.15172674378596,0.0314188824962273,0.154378868318026"
"23514","RNU6-1262P",",1.12784999631617,-0.0574705993353859,0.487875244947876,-0.117797736061656,0.906227923420034,0.956754253243482"
"23515","RNU6-415P",",2.06158016998564,-0.489408343588908,0.346377269710368,-1.41293435333715,0.157675027038307,0.373761413276872"
"23516","RNY3P16",",2.62206682596356,1.26450239681055,0.372129902375661,3.39801340536738,0.000678770939663175,0.0195799890436311"
"23517","RNU7-40P",",1.08812723764042,-0.279536884878955,0.48763181440469,-0.57325399332326,0.5664727309762,0.756264550939539"
"23518","SNORA74D",",1.02719958705169,-0.656790211098575,0.64435974415634,-1.01929119106984,0.308064744757268,0.544016536674963"
"23519","RF00422",",1.58154597734247,0.367966068962476,0.427207739865362,0.861328189134504,0.389057314381631,0.616324236354832"
"23520","RNU1-103P",",3.25733558326812,0.399878947484785,0.318005344751918,1.25745983230797,0.208587175257023,0.436534267937183"
